campaign_id,campaign_name,date,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas,new_roas,CTR,Conversion Rate
15274,App Push Notification,06/01/2024,Inactive,Social Media,"6,352.00",106.00,23.00,"2,355.63","5,374.33",2.77,2.28,1.67%,21.70%
14906,Membership Drive,28/12/2023,All,Email,"4,022.00",223.00,38.00,"1,064.94","4,489.99",2.77,4.22,5.54%,17.04%
52019,App Push Notification,19/11/2023,Inactive,Email,"7,170.00",926.00,46.00,"2,249.83","6,891.34",2.77,3.06,12.91%,4.97%
194159,Festival Offer,02/11/2023,Premium,Email,"7,482.00",153.00,22.00,"1,167.19","2,605.53",2.77,2.23,2.04%,14.38%
15660,App Push Notification,03/10/2023,All,App,"1,474.00",976.00,43.00,"2,599.02","4,530.24",2.77,1.74,66.21%,4.41%
553413,Category Promotion,26/09/2023,Premium,SMS,"7,300.00",338.00,19.00,"2,409.09","7,309.71",2.77,3.03,4.63%,5.62%
299460,Weekend Special,18/08/2023,New Users,Social Media,"1,676.00",938.00,72.00,"4,299.94","5,669.64",2.77,1.32,55.97%,7.68%
768168,Referral Program,16/04/2023,New Users,SMS,"8,603.00",995.00,99.00,"2,933.06","4,409.47",2.77,1.50,11.57%,9.95%
868464,Membership Drive,07/10/2024,New Users,Email,"6,939.00",424.00,55.00,"3,927.86","9,281.61",2.76,2.36,6.11%,12.97%
393597,Referral Program,04/09/2024,Premium,Social Media,"5,909.00",924.00,36.00,"4,380.53","4,416.73",2.76,1.01,15.64%,3.90%
742481,Category Promotion,27/08/2024,Premium,App,"1,273.00",428.00,29.00,"2,093.15","4,304.91",2.76,2.06,33.62%,6.78%
66048,App Push Notification,19/08/2024,New Users,SMS,"2,693.00",566.00,24.00,"2,435.35","9,907.63",2.76,4.07,21.02%,4.24%
930544,App Push Notification,02/08/2024,New Users,App,"8,787.00",708.00,93.00,"2,127.63","5,739.27",2.76,2.70,8.06%,13.14%
999008,App Push Notification,31/05/2024,Inactive,Social Media,"9,416.00",275.00,95.00,"3,133.47","4,146.24",2.76,1.32,2.92%,34.55%
367617,Membership Drive,13/04/2024,All,App,"3,432.00",782.00,93.00,"1,219.99","4,972.37",2.76,4.08,22.79%,11.89%
752197,App Push Notification,22/03/2024,Premium,Email,"2,570.00",279.00,91.00,"2,777.74","9,048.38",2.76,3.26,10.86%,32.62%
805803,Membership Drive,18/02/2024,New Users,App,"7,243.00",951.00,18.00,"3,805.65","2,164.51",2.76,0.57,13.13%,1.89%
624861,App Push Notification,14/12/2023,Premium,SMS,"1,562.00",371.00,92.00,"2,035.57","2,676.76",2.76,1.31,23.75%,24.80%
687564,Category Promotion,21/11/2023,New Users,App,"2,117.00",407.00,61.00,"1,062.00","9,240.64",2.76,8.70,19.23%,14.99%
365215,App Push Notification,14/11/2023,New Users,SMS,"5,986.00",787.00,54.00,"1,837.73","3,120.98",2.76,1.70,13.15%,6.86%
222008,New User Discount,07/11/2023,New Users,SMS,"1,171.00",345.00,84.00,"2,485.31","7,179.30",2.76,2.89,29.46%,24.35%
43641,Category Promotion,27/10/2023,Inactive,App,"9,512.00",880.00,20.00,"3,062.47","8,516.35",2.76,2.78,9.25%,2.27%
438218,New User Discount,09/10/2023,All,App,"3,694.00",595.00,96.00,"3,794.19","8,081.60",2.76,2.13,16.11%,16.13%
704194,Flash Sale,10/09/2023,Inactive,Email,"7,783.00",475.00,82.00,"2,926.19","8,825.58",2.76,3.02,6.10%,17.26%
821994,Membership Drive,09/09/2023,Inactive,SMS,"9,768.00","1,000.00",35.00,"3,214.30","7,067.10",2.76,2.20,10.24%,3.50%
203186,Referral Program,08/08/2023,Inactive,Email,"1,831.00",626.00,60.00,"2,250.59","6,282.18",2.76,2.79,34.19%,9.58%
949009,Festival Offer,25/07/2023,Inactive,Email,"9,845.00",270.00,36.00,"3,761.62","7,712.94",2.76,2.05,2.74%,13.33%
443697,Referral Program,23/05/2023,Premium,Email,"6,922.00",694.00,31.00,"2,767.91","9,151.97",2.76,3.31,10.03%,4.47%
37189,Flash Sale,12/05/2023,New Users,Social Media,"3,574.00",237.00,26.00,"2,570.46","3,802.92",2.76,1.48,6.63%,10.97%
163962,Weekend Special,07/04/2023,New Users,SMS,"5,940.00",157.00,61.00,"4,353.75","2,476.51",2.76,0.57,2.64%,38.85%
783220,Flash Sale,02/11/2024,Inactive,App,"5,550.00",633.00,12.00,"1,947.14","3,460.90",2.75,1.78,11.41%,1.90%
411434,Email Campaign,15/10/2024,Inactive,Email,"3,597.00",149.00,48.00,"4,273.24","5,148.84",2.75,1.20,4.14%,32.21%
957007,Flash Sale,14/10/2024,Premium,Email,"7,155.00",454.00,51.00,"1,727.08","5,407.31",2.75,3.13,6.35%,11.23%
333795,Category Promotion,17/07/2024,Premium,App,"8,353.00",186.00,59.00,"3,201.53","8,200.55",2.75,2.56,2.23%,31.72%
308000,App Push Notification,16/06/2024,New Users,Social Media,"4,400.00",401.00,40.00,"1,804.59","3,354.44",2.75,1.86,9.11%,9.98%
102220,Festival Offer,10/06/2024,New Users,Social Media,"8,134.00",542.00,72.00,"4,827.80","2,122.70",2.75,0.44,6.66%,13.28%
613250,Weekend Special,24/05/2024,Inactive,Email,"2,785.00",856.00,14.00,"4,829.15","7,696.86",2.75,1.59,30.74%,1.64%
591744,Category Promotion,09/03/2024,All,App,"9,048.00",235.00,80.00,"4,637.60","2,165.87",2.75,0.47,2.60%,34.04%
765291,Flash Sale,05/03/2024,All,App,"9,078.00",721.00,34.00,"3,515.24","6,387.18",2.75,1.82,7.94%,4.72%
513451,Weekend Special,21/02/2024,Inactive,App,"2,580.00",238.00,76.00,"1,248.06","4,534.83",2.75,3.63,9.22%,31.93%
791713,Membership Drive,04/02/2024,Premium,SMS,"2,840.00",396.00,81.00,"3,345.54","4,037.54",2.75,1.21,13.94%,20.45%
815304,Festival Offer,03/02/2024,New Users,Social Media,"5,576.00",799.00,55.00,"4,452.21","2,553.47",2.75,0.57,14.33%,6.88%
968922,Membership Drive,08/12/2023,New Users,Social Media,"2,311.00",748.00,57.00,"3,114.64","8,221.14",2.75,2.64,32.37%,7.62%
367528,Weekend Special,06/12/2023,Inactive,SMS,"2,332.00",455.00,76.00,"4,961.31","7,990.11",2.75,1.61,19.51%,16.70%
806837,Flash Sale,27/11/2023,New Users,SMS,"9,713.00",495.00,63.00,"2,134.13","9,913.34",2.75,4.65,5.10%,12.73%
688584,New User Discount,25/10/2023,Premium,SMS,"7,904.00",728.00,73.00,"1,248.79","8,646.48",2.75,6.92,9.21%,10.03%
136959,New User Discount,20/08/2023,Premium,Email,"3,441.00",802.00,36.00,"1,837.83","3,310.66",2.75,1.80,23.31%,4.49%
153926,Category Promotion,18/08/2023,All,Social Media,"2,410.00",828.00,85.00,"2,030.76","2,821.65",2.75,1.39,34.36%,10.27%
824269,Festival Offer,05/08/2023,Premium,Email,"1,461.00",238.00,89.00,"3,581.12","6,797.19",2.75,1.90,16.29%,37.39%
384985,Flash Sale,03/08/2023,Premium,App,"2,049.00",717.00,77.00,"4,751.78","8,056.50",2.75,1.70,34.99%,10.74%
503572,Flash Sale,08/07/2023,All,SMS,"6,403.00",893.00,79.00,"1,071.64","4,367.98",2.75,4.08,13.95%,8.85%
399294,Membership Drive,18/05/2023,Premium,Email,"1,833.00",787.00,74.00,"3,387.71","4,482.05",2.75,1.32,42.94%,9.40%
435981,Referral Program,16/05/2023,Inactive,SMS,"2,997.00",256.00,50.00,"1,878.30","7,947.33",2.75,4.23,8.54%,19.53%
483179,App Push Notification,13/05/2023,Inactive,Social Media,"8,467.00",947.00,36.00,"2,846.47","6,271.59",2.75,2.20,11.18%,3.80%
460964,App Push Notification,16/10/2024,All,SMS,"5,570.00",150.00,37.00,"2,175.55","2,538.18",2.74,1.17,2.69%,24.67%
154974,Festival Offer,28/08/2024,Premium,Email,"6,260.00",301.00,55.00,"4,906.43","6,597.35",2.74,1.34,4.81%,18.27%
658634,Flash Sale,15/08/2024,New Users,Social Media,"5,152.00",532.00,54.00,"1,398.81","5,169.91",2.74,3.70,10.33%,10.15%
480113,Email Campaign,27/07/2024,New Users,Email,"3,254.00",974.00,82.00,"1,366.90","8,439.56",2.74,6.17,29.93%,8.42%
246987,Festival Offer,21/07/2024,Premium,SMS,"1,768.00",256.00,64.00,"2,270.07","3,531.30",2.74,1.56,14.48%,25.00%
760467,New User Discount,18/07/2024,Inactive,App,"5,229.00",638.00,18.00,"4,087.39","6,210.84",2.74,1.52,12.20%,2.82%
809480,Category Promotion,11/07/2024,Premium,SMS,"7,565.00",915.00,23.00,"3,489.52","7,052.61",2.74,2.02,12.10%,2.51%
366772,App Push Notification,12/06/2024,All,Social Media,"5,046.00",811.00,27.00,"1,418.90","3,627.07",2.74,2.56,16.07%,3.33%
379543,Festival Offer,28/05/2024,Inactive,App,"8,203.00",349.00,39.00,"1,592.96","9,765.37",2.74,6.13,4.25%,11.17%
45555,Flash Sale,21/05/2024,All,SMS,"5,272.00",299.00,77.00,"3,058.70","2,446.48",2.74,0.80,5.67%,25.75%
203881,Email Campaign,17/05/2024,Premium,SMS,"4,119.00",786.00,44.00,"2,539.56","2,814.12",2.74,1.11,19.08%,5.60%
963433,Email Campaign,29/03/2024,Premium,Social Media,"7,464.00",734.00,57.00,"2,036.31","3,866.16",2.74,1.90,9.83%,7.77%
302539,App Push Notification,21/11/2023,Premium,Social Media,"5,548.00",997.00,10.00,"4,540.08","2,487.41",2.74,0.55,17.97%,1.00%
586222,Membership Drive,24/08/2023,New Users,SMS,"8,250.00",452.00,76.00,"3,007.80","5,360.43",2.74,1.78,5.48%,16.81%
660894,Referral Program,14/07/2023,New Users,SMS,"4,502.00",141.00,79.00,"3,196.43","2,660.05",2.74,0.83,3.13%,56.03%
489080,Flash Sale,02/06/2023,Premium,App,"4,785.00",332.00,76.00,"1,890.89","9,344.18",2.74,4.94,6.94%,22.89%
424752,Category Promotion,23/05/2023,Inactive,Social Media,"5,719.00",920.00,83.00,"2,031.55","5,147.51",2.74,2.53,16.09%,9.02%
68501,Membership Drive,12/05/2023,Premium,SMS,"8,379.00",721.00,77.00,"2,955.57","8,980.91",2.74,3.04,8.60%,10.68%
746123,App Push Notification,05/04/2023,Premium,App,"8,629.00",397.00,76.00,"1,873.02","7,239.50",2.74,3.87,4.60%,19.14%
352798,New User Discount,01/04/2023,Premium,App,"9,872.00",738.00,83.00,"4,036.72","7,549.84",2.74,1.87,7.48%,11.25%
757108,Membership Drive,03/11/2024,Inactive,Email,"5,922.00",258.00,41.00,"1,815.23","9,798.33",2.73,5.40,4.36%,15.89%
584256,Membership Drive,31/10/2024,Inactive,SMS,"1,810.00",750.00,44.00,"1,279.23","5,722.42",2.73,4.47,41.44%,5.87%
762682,Festival Offer,29/09/2024,All,App,"3,662.00",667.00,99.00,"1,126.11","4,579.55",2.73,4.07,18.21%,14.84%
456999,Referral Program,20/08/2024,Inactive,Social Media,"4,991.00",167.00,76.00,"2,636.96","2,751.97",2.73,1.04,3.35%,45.51%
761712,Membership Drive,14/06/2024,New Users,Social Media,"4,335.00",449.00,51.00,"2,927.23","2,265.16",2.73,0.77,10.36%,11.36%
693503,App Push Notification,27/05/2024,Premium,SMS,"7,196.00",704.00,26.00,"1,291.65","8,579.35",2.73,6.64,9.78%,3.69%
680773,Membership Drive,01/05/2024,New Users,SMS,"4,077.00",156.00,28.00,"4,215.31","8,802.75",2.73,2.09,3.83%,17.95%
947165,Festival Offer,21/04/2024,Premium,Social Media,"3,566.00",604.00,36.00,"2,225.29","8,515.17",2.73,3.83,16.94%,5.96%
550961,Weekend Special,15/03/2024,All,Email,"9,666.00",232.00,94.00,"2,945.26","4,051.92",2.73,1.38,2.40%,40.52%
484945,Category Promotion,04/03/2024,New Users,Email,"3,199.00",585.00,86.00,"1,137.80","9,165.48",2.73,8.06,18.29%,14.70%
993367,Referral Program,12/02/2024,Premium,Social Media,"4,129.00",152.00,53.00,"2,673.11","3,524.68",2.73,1.32,3.68%,34.87%
57325,Membership Drive,22/01/2024,Inactive,Social Media,"7,439.00",173.00,30.00,"1,089.39","9,691.22",2.73,8.90,2.33%,17.34%
50477,Festival Offer,27/12/2023,Inactive,Social Media,"2,529.00",173.00,57.00,"1,498.67","8,971.70",2.73,5.99,6.84%,32.95%
408037,Referral Program,23/12/2023,Premium,App,"7,433.00",545.00,73.00,"2,160.66","3,496.40",2.73,1.62,7.33%,13.39%
685660,Referral Program,05/11/2023,New Users,SMS,"3,611.00",338.00,92.00,"4,394.56","2,119.58",2.73,0.48,9.36%,27.22%
117625,Email Campaign,28/10/2023,Premium,SMS,"9,841.00",849.00,83.00,"2,383.25","9,540.50",2.73,4.00,8.63%,9.78%
228214,Flash Sale,16/10/2023,New Users,SMS,"3,277.00",537.00,72.00,"2,334.01","6,296.94",2.73,2.70,16.39%,13.41%
586488,Category Promotion,16/07/2023,All,App,"2,991.00",340.00,59.00,"4,472.45","2,003.40",2.73,0.45,11.37%,17.35%
624461,Weekend Special,17/05/2023,Premium,Email,"6,041.00",552.00,32.00,"3,314.93","5,418.18",2.73,1.63,9.14%,5.80%
437770,Referral Program,04/05/2023,All,SMS,"4,341.00",312.00,44.00,"3,753.58","5,174.18",2.73,1.38,7.19%,14.10%
771295,Category Promotion,14/04/2023,All,SMS,"4,457.00",530.00,55.00,"1,835.35","5,808.48",2.73,3.16,11.89%,10.38%
241483,Flash Sale,30/03/2023,Inactive,SMS,"8,892.00",686.00,46.00,"4,883.96","8,800.23",2.73,1.80,7.71%,6.71%
876637,New User Discount,20/03/2023,Inactive,SMS,"8,310.00",599.00,37.00,"3,778.57","8,332.14",2.73,2.21,7.21%,6.18%
69903,Weekend Special,27/10/2024,Inactive,App,"1,085.00",706.00,41.00,"4,118.41","3,837.05",2.72,0.93,65.07%,5.81%
476429,Category Promotion,07/10/2024,Premium,SMS,"2,581.00",723.00,33.00,"3,518.26","8,412.23",2.72,2.39,28.01%,4.56%
314889,Referral Program,04/08/2024,Premium,Email,"9,251.00",377.00,38.00,"1,936.51","8,825.13",2.72,4.56,4.08%,10.08%
54353,Referral Program,07/01/2024,All,Social Media,"2,788.00",233.00,75.00,"2,217.59","7,554.83",2.72,3.41,8.36%,32.19%
406279,New User Discount,21/12/2023,Premium,SMS,"6,516.00",309.00,87.00,"4,093.01","9,386.39",2.72,2.29,4.74%,28.16%
306225,Flash Sale,18/11/2023,Premium,SMS,"2,113.00",232.00,18.00,"3,337.21","9,281.13",2.72,2.78,10.98%,7.76%
308116,Membership Drive,25/10/2023,Premium,Email,"2,741.00",324.00,56.00,"4,356.62","4,950.15",2.72,1.14,11.82%,17.28%
144692,Email Campaign,10/10/2023,New Users,App,"5,299.00",115.00,36.00,"4,602.41","3,065.26",2.72,0.67,2.17%,31.30%
575227,New User Discount,02/08/2023,All,Social Media,"5,756.00",533.00,83.00,"1,175.61","4,256.58",2.72,3.62,9.26%,15.57%
367700,Membership Drive,22/07/2023,Premium,Email,"2,925.00",353.00,98.00,"4,549.50","2,569.64",2.72,0.56,12.07%,27.76%
471367,Email Campaign,21/07/2023,Premium,SMS,"7,792.00",249.00,50.00,"4,589.55","5,300.50",2.72,1.15,3.20%,20.08%
153725,Email Campaign,25/06/2023,Inactive,Email,"3,076.00",113.00,77.00,"2,135.49","3,768.90",2.72,1.76,3.67%,68.14%
130716,Festival Offer,04/06/2023,All,Social Media,"4,120.00",115.00,65.00,"4,101.46","7,378.76",2.72,1.80,2.79%,56.52%
797926,Flash Sale,20/05/2023,Inactive,SMS,"2,195.00",641.00,73.00,"3,647.57","5,904.32",2.72,1.62,29.20%,11.39%
142451,Membership Drive,24/03/2023,Premium,Email,"4,372.00",118.00,21.00,"3,685.58","6,105.73",2.72,1.66,2.70%,17.80%
844588,App Push Notification,19/03/2023,Inactive,Email,"2,064.00",240.00,98.00,"3,006.57","9,905.90",2.72,3.29,11.63%,40.83%
652119,Referral Program,13/10/2024,New Users,App,"8,629.00",951.00,23.00,"4,036.51","9,053.65",2.71,2.24,11.02%,2.42%
640855,App Push Notification,28/09/2024,New Users,Social Media,"1,108.00",936.00,93.00,"4,983.04","3,228.67",2.71,0.65,84.48%,9.94%
603188,Festival Offer,19/09/2024,Premium,Social Media,"5,992.00",780.00,86.00,"2,239.56","2,452.02",2.71,1.09,13.02%,11.03%
848267,New User Discount,07/09/2024,Inactive,Email,"9,978.00",666.00,88.00,"2,561.04","7,416.03",2.71,2.90,6.67%,13.21%
118980,Festival Offer,31/07/2024,Inactive,App,"1,314.00",893.00,45.00,"1,159.56","9,456.48",2.71,8.16,67.96%,5.04%
789166,Referral Program,21/07/2024,Inactive,App,"2,361.00",173.00,93.00,"2,182.00","2,309.55",2.71,1.06,7.33%,53.76%
551380,Email Campaign,13/05/2024,Inactive,SMS,"5,145.00",520.00,13.00,"4,473.62","2,207.32",2.71,0.49,10.11%,2.50%
695850,Email Campaign,22/04/2024,Premium,SMS,"9,580.00",911.00,48.00,"4,621.81","4,166.76",2.71,0.90,9.51%,5.27%
892996,Category Promotion,11/04/2024,Premium,SMS,"6,325.00",639.00,37.00,"3,648.81","2,985.66",2.71,0.82,10.10%,5.79%
604482,Email Campaign,08/04/2024,All,Social Media,"6,801.00",741.00,35.00,"2,634.23","4,265.15",2.71,1.62,10.90%,4.72%
684718,Festival Offer,07/02/2024,Inactive,SMS,"1,535.00",489.00,86.00,"3,590.36","5,897.36",2.71,1.64,31.86%,17.59%
904936,App Push Notification,23/01/2024,Premium,Email,"3,233.00",254.00,56.00,"1,140.70","5,280.02",2.71,4.63,7.86%,22.05%
630017,Referral Program,18/01/2024,Premium,SMS,"6,879.00",310.00,45.00,"4,306.27","3,149.00",2.71,0.73,4.51%,14.52%
412832,New User Discount,17/12/2023,Premium,App,"7,179.00",590.00,21.00,"3,853.51","5,949.83",2.71,1.54,8.22%,3.56%
148406,Membership Drive,02/12/2023,New Users,SMS,"7,665.00",443.00,49.00,"2,659.15","7,836.30",2.71,2.95,5.78%,11.06%
910155,Referral Program,23/11/2023,Premium,SMS,"7,342.00",139.00,66.00,"3,167.71","3,907.09",2.71,1.23,1.89%,47.48%
781965,App Push Notification,25/10/2023,All,Email,"6,508.00",353.00,82.00,"3,635.57","9,579.90",2.71,2.64,5.42%,23.23%
700400,App Push Notification,23/09/2023,Inactive,Email,"6,922.00",706.00,48.00,"1,194.61","9,937.89",2.71,8.32,10.20%,6.80%
309015,Festival Offer,08/09/2023,All,Email,"4,146.00",540.00,45.00,"3,428.32","5,069.80",2.71,1.48,13.02%,8.33%
851845,Referral Program,24/08/2023,Inactive,SMS,"7,262.00",317.00,41.00,"4,082.70","2,086.26",2.71,0.51,4.37%,12.93%
905565,Referral Program,13/08/2023,New Users,Email,"4,145.00",174.00,45.00,"3,326.39","2,633.95",2.71,0.79,4.20%,25.86%
680105,Email Campaign,22/07/2023,Inactive,SMS,"5,929.00",984.00,54.00,"1,227.91","2,085.86",2.71,1.70,16.60%,5.49%
312646,Flash Sale,10/07/2023,Inactive,App,"3,928.00",172.00,92.00,"3,838.58","7,925.45",2.71,2.06,4.38%,53.49%
809235,Category Promotion,27/06/2023,All,Social Media,"9,683.00",614.00,84.00,"3,420.08","5,970.76",2.71,1.75,6.34%,13.68%
700070,Festival Offer,18/06/2023,Premium,Email,"6,567.00",452.00,66.00,"4,834.93","8,196.00",2.71,1.70,6.88%,14.60%
465873,App Push Notification,04/06/2023,Premium,App,"4,749.00",168.00,97.00,"2,996.45","3,237.62",2.71,1.08,3.54%,57.74%
837699,Category Promotion,02/06/2023,Premium,SMS,"1,527.00",612.00,53.00,"3,240.11","6,536.12",2.71,2.02,40.08%,8.66%
680945,App Push Notification,08/05/2023,Inactive,SMS,"4,448.00",790.00,21.00,"1,508.50","8,223.60",2.71,5.45,17.76%,2.66%
802705,Email Campaign,24/09/2024,Inactive,SMS,"2,672.00",115.00,26.00,"2,033.75","8,010.63",2.70,3.94,4.30%,22.61%
306683,Weekend Special,12/09/2024,Inactive,SMS,"6,087.00",695.00,93.00,"1,398.83","4,143.99",2.70,2.96,11.42%,13.38%
750185,Membership Drive,04/09/2024,New Users,Social Media,"7,693.00",850.00,26.00,"4,094.60","4,941.12",2.70,1.21,11.05%,3.06%
55594,New User Discount,02/07/2024,Premium,Email,"4,990.00",531.00,26.00,"2,983.34","6,924.21",2.70,2.32,10.64%,4.90%
709741,New User Discount,25/06/2024,All,App,"4,332.00",460.00,65.00,"3,744.78","7,675.11",2.70,2.05,10.62%,14.13%
856955,Category Promotion,20/06/2024,New Users,App,"9,042.00",228.00,54.00,"4,882.17","6,162.55",2.70,1.26,2.52%,23.68%
174414,New User Discount,29/04/2024,All,Social Media,"2,991.00",426.00,80.00,"1,600.34","2,589.69",2.70,1.62,14.24%,18.78%
906499,Festival Offer,26/04/2024,Inactive,App,"7,352.00",695.00,70.00,"1,938.09","2,009.07",2.70,1.04,9.45%,10.07%
362901,Referral Program,28/03/2024,Inactive,App,"4,875.00",444.00,23.00,"1,196.79","4,615.81",2.70,3.86,9.11%,5.18%
312110,Weekend Special,20/01/2024,Inactive,SMS,"5,496.00",526.00,99.00,"3,221.52","7,884.88",2.70,2.45,9.57%,18.82%
98542,Referral Program,02/01/2024,All,SMS,"9,575.00",784.00,36.00,"2,989.16","9,439.46",2.70,3.16,8.19%,4.59%
329676,App Push Notification,31/12/2023,Inactive,Social Media,"8,176.00",814.00,27.00,"4,166.48","3,199.17",2.70,0.77,9.96%,3.32%
423106,Weekend Special,13/12/2023,Premium,App,"7,748.00",976.00,41.00,"1,892.58","4,659.32",2.70,2.46,12.60%,4.20%
349788,Category Promotion,16/11/2023,Inactive,App,"6,494.00",635.00,84.00,"1,914.39","3,361.23",2.70,1.76,9.78%,13.23%
952355,Category Promotion,01/10/2023,Premium,SMS,"9,395.00",183.00,60.00,"2,861.38","3,836.80",2.70,1.34,1.95%,32.79%
410130,Flash Sale,10/08/2023,Inactive,Social Media,"9,469.00",790.00,71.00,"3,840.21","3,600.14",2.70,0.94,8.34%,8.99%
967445,Category Promotion,04/07/2023,New Users,App,"1,812.00",820.00,74.00,"1,665.23","2,925.88",2.70,1.76,45.25%,9.02%
985922,Festival Offer,15/06/2023,Inactive,App,"6,440.00",880.00,49.00,"2,928.03","3,472.70",2.70,1.19,13.66%,5.57%
684464,App Push Notification,15/06/2023,Premium,Email,"2,279.00",154.00,87.00,"2,602.88","4,331.01",2.70,1.66,6.76%,56.49%
500656,Membership Drive,03/06/2023,New Users,App,"4,594.00",548.00,42.00,"2,595.32","3,104.64",2.70,1.20,11.93%,7.66%
272895,Category Promotion,24/04/2023,Inactive,Social Media,"7,135.00",813.00,100.00,"1,099.78","8,085.20",2.70,7.35,11.39%,12.30%
221023,Weekend Special,05/04/2023,All,Email,"5,300.00",301.00,77.00,"1,913.78","9,351.66",2.70,4.89,5.68%,25.58%
602540,Festival Offer,24/10/2024,Inactive,App,"6,569.00",620.00,64.00,"3,218.48","2,901.45",2.69,0.90,9.44%,10.32%
142430,App Push Notification,12/09/2024,New Users,App,"4,671.00",904.00,71.00,"2,436.42","5,253.80",2.69,2.16,19.35%,7.85%
520794,Email Campaign,02/09/2024,All,App,"4,094.00",885.00,12.00,"4,519.23","7,795.42",2.69,1.72,21.62%,1.36%
997019,Membership Drive,27/06/2024,Premium,Social Media,"4,463.00",248.00,12.00,"2,672.66","6,233.93",2.69,2.33,5.56%,4.84%
637524,Festival Offer,21/06/2024,Inactive,Email,"8,059.00",298.00,81.00,"3,677.63","8,321.77",2.69,2.26,3.70%,27.18%
775730,New User Discount,31/05/2024,Premium,Social Media,"4,731.00",211.00,73.00,"4,532.65","7,797.87",2.69,1.72,4.46%,34.60%
925116,New User Discount,24/05/2024,All,Social Media,"9,333.00",842.00,70.00,"4,076.17","9,622.29",2.69,2.36,9.02%,8.31%
431165,Email Campaign,12/05/2024,New Users,Email,"2,904.00",658.00,28.00,"1,422.53","4,919.18",2.69,3.46,22.66%,4.26%
632679,Referral Program,21/03/2024,New Users,Email,"9,931.00",560.00,77.00,"3,929.23","8,476.79",2.69,2.16,5.64%,13.75%
748154,App Push Notification,15/03/2024,New Users,SMS,"2,935.00",337.00,50.00,"4,319.20","8,080.02",2.69,1.87,11.48%,14.84%
558662,New User Discount,25/12/2023,Premium,App,"8,915.00",253.00,100.00,"4,241.64","2,902.99",2.69,0.68,2.84%,39.53%
680034,Category Promotion,04/12/2023,Inactive,Social Media,"9,168.00",129.00,95.00,"3,987.88","9,301.94",2.69,2.33,1.41%,73.64%
206258,Category Promotion,24/11/2023,All,Social Media,"2,355.00",843.00,28.00,"4,532.07","2,769.83",2.69,0.61,35.80%,3.32%
649128,Referral Program,01/11/2023,Inactive,Social Media,"1,788.00",371.00,10.00,"3,840.10","7,241.91",2.69,1.89,20.75%,2.70%
879756,Email Campaign,26/10/2023,Inactive,Email,"7,533.00",304.00,53.00,"4,595.09","6,565.29",2.69,1.43,4.04%,17.43%
753766,Email Campaign,27/08/2023,New Users,SMS,"6,045.00",978.00,20.00,"1,220.00","2,159.15",2.69,1.77,16.18%,2.04%
271129,New User Discount,26/08/2023,New Users,Social Media,"8,873.00",623.00,90.00,"2,695.32","8,170.46",2.69,3.03,7.02%,14.45%
926807,App Push Notification,21/08/2023,Inactive,SMS,"3,827.00",967.00,46.00,"2,355.46","3,802.10",2.69,1.61,25.27%,4.76%
578359,Festival Offer,16/08/2023,Premium,Social Media,"6,110.00",250.00,28.00,"1,634.68","9,896.85",2.69,6.05,4.09%,11.20%
198711,Flash Sale,04/08/2023,Premium,Social Media,"3,577.00",657.00,86.00,"1,703.35","5,200.17",2.69,3.05,18.37%,13.09%
308002,Email Campaign,04/07/2023,All,App,"7,660.00",156.00,41.00,"2,689.77","4,973.65",2.69,1.85,2.04%,26.28%
333172,Referral Program,18/05/2023,Premium,App,"8,099.00",519.00,87.00,"3,615.69","5,282.47",2.69,1.46,6.41%,16.76%
601617,New User Discount,22/04/2023,All,SMS,"6,424.00",918.00,78.00,"1,161.82","5,149.61",2.69,4.43,14.29%,8.50%
955492,New User Discount,08/04/2023,Premium,Social Media,"5,814.00",302.00,24.00,"4,207.31","8,538.37",2.69,2.03,5.19%,7.95%
980989,Membership Drive,03/10/2024,New Users,App,"9,200.00",521.00,19.00,"3,255.93","3,768.57",2.68,1.16,5.66%,3.65%
899116,Category Promotion,10/08/2024,All,App,"8,372.00",479.00,24.00,"2,906.11","4,989.33",2.68,1.72,5.72%,5.01%
976693,Category Promotion,09/06/2024,Premium,SMS,"5,669.00",240.00,49.00,"2,458.19","7,492.08",2.68,3.05,4.23%,20.42%
18694,Email Campaign,06/06/2024,All,Email,"1,630.00",984.00,12.00,"2,678.92","3,340.67",2.68,1.25,60.37%,1.22%
507734,Flash Sale,02/05/2024,Inactive,Email,"4,140.00",462.00,48.00,"2,292.37","3,003.05",2.68,1.31,11.16%,10.39%
982147,Festival Offer,14/04/2024,All,App,"5,449.00",649.00,91.00,"3,855.63","3,562.97",2.68,0.92,11.91%,14.02%
616611,Membership Drive,31/03/2024,All,Email,"7,664.00",764.00,85.00,"2,883.90","7,410.05",2.68,2.57,9.97%,11.13%
174070,Weekend Special,07/03/2024,New Users,Social Media,"9,580.00",573.00,72.00,"4,307.30","9,512.07",2.68,2.21,5.98%,12.57%
652615,Email Campaign,05/03/2024,Inactive,Email,"1,061.00",234.00,47.00,"2,219.80","9,557.58",2.68,4.31,22.05%,20.09%
457471,Weekend Special,07/02/2024,All,Social Media,"6,583.00",663.00,18.00,"4,755.62","3,096.53",2.68,0.65,10.07%,2.71%
22970,New User Discount,24/01/2024,New Users,Social Media,"7,294.00",677.00,20.00,"1,030.24","5,705.55",2.68,5.54,9.28%,2.95%
